name,street,zip_code,city
buergerhospital friedberg,ockstädter str. 3-5,61169,friedberg
asklepios fachklinikum teupitz,buchholzer straße 21,15755,teupitz
"asklepios schwalm-eder-kliniken gmbh, klinikum schwalmstadt",krankenhausstraße 27,34613,schwalmstadt
sana klinik münchen gmbh,steinerstraße 3,81369,münchen
krankenhaus salem derevang. stadtmission heidelberg ggmbh,zeppelinstraße 11-33,69121,heidelberg
akk altonaer kinderkrankenhaus ggmbh,bleickenallee 38,22763,hamburg
deutsches rotes kreuz krankenhaus chemnitz-rabenstein,unritzstraße 23,09117,chemnitz
oberhavel kliniken gmbh / klinik oranienburg,robert-koch-straße 2-12,16515,oranienburg
"gemeinschaftskrankenhaus bonn ggmbh, haus st. petrus",bonner talweg 4-6,53113,bonn
krankenhaus maria hilf gmbh,maria-hilf-strasse 2,54550,daun
lvr-klinik mönchengladbach,heinrich-pesch-str. 39-41,41239,mönchengladbach
heidekreis-klinikum gmbh krankenhaus walsrode,robert-koch-straße  4,29664,walsrode
klinikum karlsburg der klinikgruppe dr. guth gmbh &amp; co. kg,greifswalder straße 11,17495,karlsburg
psychosomatische klinik bad neustadt,kurhausstraße 31,97616,bad
kliniken hochfranken - klinik münchberg,hofer str. 40,95213,münchberg
vinzenz pallotti hospital,vinzenz-pallotti-straße 20,51429,bergisch-gladbach-bensberg
st. elisabeth-krankenhaus geilenkirchen gemeinnützige gesellschaft mbh,martin-heyden-straße 32,52511,geilenkirchen
"kem | evang. kliniken essen-mitte, evang. krankenhaus essen-steele",am deimelsberg 34a,45276,essen
asklepios fachklinikum lübben,luckauer straße 17,15907,lübben
klinikum bad bramstedt gmbh,oskar-alexander-straße 26,24576,bad
marienhospital brühl,mühlenstrasse 21-25,50321,brühl
katholische kliniken im märkischen kreis - st. elisabeth hospital,hochstraße 63,58638,iserlohn
zollernalb klinikum albstadt,friedrichstraße 39,72458,albstadt
evangelisches krankenhaus bethanien iserlohn ggmbh,bethanienallee 3,58644,iserlohn
klinikum hochsauerland standort st. johannes-hospital neheim,springufer 7,59755,arnsberg
kreiskrankenhaus johann kentmann ggmbh,christianistr. 1,04860,torgau
elisabeth krankenhaus recklinghausen,röntgenstr. 10,45661,recklinghausen
evk hattingen,bredenscheider straße 54,45525,hattingen
lwl-klinik paderborn - standort agathastraße,agathastraße 1,33098,paderborn
sk gmbh-standort am kurpark,am kurpark 1,23795,bad
heinrich sengelmann krankenhaus,kayhuder straße 65,23863,bargfeld-stegen
klinikum landkreis tuttlingen-gesundheitszentrum tuttlingen,zeppelinstrasse 21,78532,tuttlingen
kliniken nagold,röntgenstraße 20,72202,nagold
st. elisabethen-krankenhaus lörrach ggmbh,feldbergstraße 15,79539,lörrach
klinikum hochsauerland standort st. walburga - kkh meschede,schederweg 12,59872,meschede
lwl-klinik herten,im schloßpark 20,45699,herten
"kem | evang. kliniken essen-mitte, evang. krankenhaus essen-werden",pattbergstrasse 1-3,45239,essen
st. marien-hospital,kunibertskloster 11-13,50668,köln
die filderklinik ggmbh,im haberschlai 7,70794,filderstadt
klinikum forchheim fränkische schweiz ggmbh standort forchheim,krankenhausstraße 10,91301,forchheim
grn-klinik sinsheim,alte waibstadter straße 2,74889,sinsheim
ameos klinikum aschersleben,eislebener straße 7a,06449,aschersleben
helios st. elisabeth-krankenhaus bad kissingen,kissinger straße 150,97688,bad
herz-jesu-krankenhaus dernbach,südring 8,56428,dernbach
klinikum bamberg - betriebsstätte am michelsberg,st.-getreu-straße 18,96049,bamberg
"hufeland klinikum gmbh, standort bad langensalza",rudolph-weiss-straße 1-5,99947,bad
medinos kliniken des landkreises sonneberg gmbh - standort sonneberg,neustadter straße  61,96515,sonneberg
asklepios klinik pasewalk,prenzlauer chaussee 30,17309,pasewalk
krh klinikum großburgwedel,fuhrberger straße 8,30938,burgwedel
kreiskrankenhaus frankenberg,forststraße 9,35066,frankenberg
krankenhaus saarlouis vom drk,vaubanstraße 25,66740,saarlouis
lungenklinik hemer,theo-funcciusstr. 1,58675,hemer
klinikum oberlausitzer bergland gemeinnützige gmbh,röntgenstraße 23,02730,ebersbach-neugersdorf
"st. antonius krankenhaus, köln, ggmbh",schillerstrasse 23,50968,köln
"vitos klinikum rheingau, eltville",kloster-eberbach-straße 4,65346,eltville
klinikum landsberg am lech,bgm.-dr.-hartmann-str. 50,86899,landsberg
elisabeth- krankenhaus gmbh,cranger str. 226,45891,gelsenkirchen
gfo kliniken troisdorf,wilhelm-busch str. 9,53844,troisdorf
diakonissenkrankenhaus dresden,holzhofgasse 29,01099,dresden
grn-klinik weinheim,röntgenstraße 1,69469,weinheim
ilmtalklinik gmbh pfaffenhofen,krankenhausstraße 70,85276,pfaffenhofen
st. elisabeth-hospital beckum gmbh,elisabethstraße 10,59269,beckum
kreisklinik groß-gerau gmbh,wilhelm-seipp-straße 3,64521,groß-gerau
st. elisabeth-krankenhaus,ostallee 3,56112,lahnstein
lwl-universitätsklinikum bochum,alexandrinenstraße 1-3,44791,bochum
zollernalb klinikum balingen,tübinger straße 30,72336,balingen
ameos klinikum haldensleben,kiefholzstraße 27,39340,haldensleben
st. josef-hospital,rudolf-bertram-platz 1,45899,gelsenkirchen
alexianer aachen gmbh,alexianergraben 33,52062,aachen
st. josef krankenhaus haan,robert-koch-straße 16,42781,haan
ameos klinikum ueckermünde,ravensteinstraße 23,17373,ueckermünde
katholisches klinikum lünen/werne gmbh st. christophorus-krankenhaus,am see 1,59368,werne
imland gmbh - imland klinik eckernförde,schleswiger str. 114-116,24340,eckernförde
kreiskrankenhaus stollberg ggmbh,jahnsdorfer straße 7,09366,stollberg
ameos klinikum am bürgerpark bremerhaven,schiffdorfer chaussee 29,27574,bremerhaven
evangelisches krankenhaus,dr. kaufmann-str. 2,67098,bad
st. johannisstift ev. krankenhaus paderborn,reumontstrasse 28,33102,paderborn
helios klinik herzberg/osterode,dr.-frössel-allee 1,37412,herzberg
st. elisabeth-hospital,bleichstraße 15,44787,bochum
vitos klinikum gießen-marburg / standort marburg,cappeler straße 98,35039,marburg
ameos klinikum heiligenhafen,friedrich-ebert-straße 100,23774,heiligenhafen
klinik schillerhöhe,solitudestraße 18,70839,gerlingen
carl-von-basedow-klinikum saalekreis ggmbh,vor dem nebraer tor 11,06268,querfurt
st. marien hospital eickel,marienstraße 2,44651,herne
eduardus-krankenhaus ggmbh,custodisstr. 3-17,50679,köln
schüchtermann-klinik,ulmenallee 5-11,49214,bad
krankenhaus st. josef,bergstraße 6-12,42105,wuppertal
krankenhaus sachsenhausen,schulstr. 31,60594,frankfurt
collm klinik oschatz gmbh,parkstraße 1,04758,oschatz
gfo kliniken bonn - betriebstätte st. josef,hermannstrasse  37,53225,bonn
katholisches karl-leisner klinikum ggmbh standort marienhospital kevelaer,basilikastraße 55,47623,kevelaer
kh mittweida,hainichener straße 4-6,09648,mittweida
klinikum döbeln,sörmitzer straße 10,04720,döbeln
diakomed diakoniekrankenhaus chemnitzer land ggmbh,limbacher straße 19b,09232,hartmannsdorf
helios klinik köthen gmbh,hallesche straße 29,06366,köthen
helios albert-schweitzer-klinik northeim [nom],albert-schweitzer-weg  1,37154,northeim
diakonie-krankenhaus wehrda,hebronberg 5,35041,marburg-wehrda
st.-marien-krankenhaus dresden,selliner straße 29,01109,dresden
"diakonie kliniken zschadraß - fachkrankenhaus für psychiatrie, psychotherapie und neurologie",im park 15a,04680,colditz
cusanus krankenhaus bernkastel-kues,karl-binz-weg 12,54470,bernkastel-kues
asklepios fachklinikum tiefenbrunn,tiefenbrunn _,37124,rosdorf
orthopädische klinik markgröningen,kurt-lindemann-weg 10,71706,markgröningen
st. martinus-krankenhaus düsseldorf,gladbacher strasse 26,40219,düsseldorf
kreiskrankenhaus bergstraße - eine einrichtung des universitätsklinikums heidelberg -,viernheimer straße 2,64646,heppenheim
"gemeinschaftskrankenhaus bonn ggmbh, haus st. elisabeth",prinz-albert-straße 40,53113,bonn
st. josefs-krankenhaus,dr.-krismann-strasse 12,33154,salzkotten
wilhelmsburger krankenhaus groß-sand,groß-sand 3,21107,hamburg
[2017-10-25 15:03:34] karl-hansen-klinik gmbh,antoniusstr. 19,33175,bad
asklepios klinik sankt augustin gmbh,arnold-janssen-straße 29,53757,sankt
loretto-krankenhaus (rkk) freiburg,mercystraße 6 - 14,79100,freiburg
sana-krankenhaus rügen gmbh,calandstr. 7/8,18528,bergen
kreisklinik trostberg,siegerthöhe 1,83308,trostberg
vitos heppenheim,viernheimer strasse 4,64646,heppenheim
stiftung herzogin elisabeth hospital,leipziger str. 24,38124,braunschweig
westallgäu-klinikum,am engelberg 29,88239,wangen
klinik kitzinger land,keltenstraße 67,97318,kitzingen
hohenloher krankenhaus öhringen,kastellstraße 5,74613,öhringen
lungenklinik löwenstein,geißhölzle 62,74245,löwenstein
fachkrankenhaus kloster grafschaft gmbh,annostr. 1,57392,schmallenberg-grafschaft
klinikum rheine / jakobi krankenhaus,hörstkamp 12,48431,rheine
kliniken der stadt köln ggmbh - kinderkrankenhaus amsterdamer straße,amsterdamer straße 59,50735,köln
waldkliniken eisenberg,klosterlausnitzer straße 81,07607,eisenberg
st. rochus-hospital castrop-rauxel (einrichtung des st. lukas klinikums),glückaufstr. 10,44575,castrop-rauxe4l
helios endo-klinik hamburg,holstenstraße 2,22767,hamburg
"vitos klinikum weil-lahn, standort weilmünster",weilstraße 10,35789,weilmünster
krankenhaus zum guten hirten,semmelweisstrasse 7,67071,ludwigshafen
kreiskrankenhaus demmin gmbh,wollweberstraße 21,17109,demmin
mediclin müritz-klinikum,weinbergstraße 19,17192,waren
schön klinik düsseldorf,am heerdter krankenhaus 2,40549,düsseldorf
st. josefs-hospital lennestadt,uferstr. 7,57368,lennestadt
evangelisches krankenhaus hubertus krankenhausbetriebs ggmbh,spanische allee 10-14,14129,berlin
kbo-isar-amper-klinikum münchen-nord,kölner platz 1,80804,münchen
marienhospital steinfurt; krankenhaus standort steinfurt,mauritiusstr. 5,48565,steinfurt
ameos klinikum dr. heines bremen,rockwinkeler landstraße 110,28325,bremen
st. elisabethen-krankenhaus,ginnheimer straße 3,60487,frankfurt
klinikum main-spessart lohr,grafen-von-rieneck straße 5,97816,lohr
augusta-krankenhaus,amalienstr. 9,40472,düsseldorf
kreisklinik st. elisabeth,ziegelstraße 38,89407,dillingen
klinikum landau-südliche weinstraße gmbh - klinik landau,bodelschwinghstraße 11,76829,landau
asklepios klinikum bad abbach gmbh,kaiser - karl v. - allee 3,93077,bad
krankenhaus vilshofen,krankenhausstraße 32,94474,vilshofen
krankenhaus wermelskirchen gmbh,königstraße 100,42929,wermelskirchen
krankenhaus rotthalmünster,simbacher straße 35,94094,rotthalmünster
städt. krankenhaus maria-hilf brilon ggmbh,am schönschede 1,59929,brilon
sana kliniken des landkreises cham - krankenhaus cham,august-holz-str. 1,93413,cham
herz-kreislauf-zentrum klinikum hersfeld-rotenburg gmbh,heinz-meise-straße 100,36199,rotenburg
kbo-isar-amper-klinikum taufkirchen (vils),bräuhausstraße 5,84416,taufkirchen
helios st. elisabeth klinik oberhausen,josefstraße 3,46045,oberhausen
kreiskliniken calw,eduard-conz-straße 6,75365,calw
kreisklinik mindelheim,bad wörishofer straße 44,87719,mindelheim
clemens-august-klinik,wahlde 11,49434,neuenkirchen-vörden
elisabeth-krankenhaus kassel gmbh,weinbergstraße 7,34117,kassel
diakoniekrankenhaus halle ggmbh,mühlweg 7,06114,halle
helios hanseklinikum stralsund,große parower straße 47-53,18435,stralsund
deutsches herzzentrum münchen des freistaates bayern,lazarettstraße 36,80636,münchen
sana kliniken ostholstein gmbh - klinik eutin,hospitalstraße 22,23701,eutin
helios klinik cuxhaven gmbh,altenwalder chaussee 10,27474,cuxhaven
"deutsches herzzentrum berlin, stiftung des bürgerlichen rechts",augustenburger platz 1,13353,berlin
ilm-kreis-kliniken arnstadt-ilmenau ggmbh,bärwinkelstraße 33,99310,arnstadt
marienkrankenhaus kassel,marburger str. 85,34127,kassel
drk-krankenhaus clementinenhaus,lützerodestraße 1,30161,hannover
neckar-odenwald-kliniken ggmbh,dr. konrad-adenauer-straße 37,74722,buchen
krankenhaus spremberg,karl-marx-straße 80,03130,spremberg
herzzentrum dresden gmbh,fetscherstr. 76,01307,dresden
evangelisches krankenhaus bethanien greifswald,gützkower landstrasse 69,17489,greifswald
"christophorus kliniken coesfeld – dülmen – nottuln, standort dülmen",vollenstraße 10,48249,dülmen
isar kliniken gmbh,sonnenstraße 24-26,80331,münchen
sk gmbh-standort allgemeine klinik,krankenhausstraße 2,23795,bad
fachkrankenhaus hubertusburg ggmbh,hubertusburg gebäude 63,04779,wermsdorf
mediclin krankenhaus plau am see,quetziner straße 88,19395,plau
städtisches klinikum dresden - standort weißer hirsch,heinrich-cotta-straße 12,01342,dresden
evangelisches geriatriezentrum berlin ggmbh (egzb),reinickendorfer straße 61,13347,berlin
frankenalb-klinik engelthal,reschenbergstrasse 20,91238,engelthal
sankt marien krankenhaus,werdener straße 3,40878,ratingen
evangelisches klinikum köln weyertal gmbh,weyertal 76,50931,köln
elisabeth-klinik ggmbh,heinrich-sommer-straße 4,59939,olsberg
klinikum altmühlfranken gunzenhausen,albert-schweitzer-str. 90,91710,gunzenhausen
klinikum altmühlfranken weißenburg,krankenhausstr. 1,91781,weißenburg
immanuel krankenhaus berlin - standort wannsee,königstraße 63,14109,berlin
rottal-inn kliniken ku - psychosomatische fachklinik,plinganserstraße 10,84359,simbach
bdh-klinik elzach ggmbh,am tannwald 1,79215,elzach
henneberg-kliniken-betriebsgesellschaft mbh,schleusinger str. 17,98646,hildburghausen
alexianer krankenhaus köln,kölner str. 64,51149,köln
klinik könig-ludwig-haus,brettreichstraße 11,97074,würzburg
altmark klinikum gardelegen,ernst-von-bergmann-straße 22,39638,gardelegen
marienhausklinik st. josef kohlhof,klinikweg 1,66539,neunkirchen
krankenhäuser nürnberger land gmbh - krankenhaus lauf,simonshofer straße 55,91207,lauf
zfp südwürttemberg zwiefalten,hauptstraße 9,88529,zwiefalten
elbe-elster klinikum gmbh krankenhaus finsterwalde,kirchhainer straße 38a,03238,finsterwalde
tagesklinik freiberg fachkrankenhaus für psychiatrie und psychotherapie bethanie,scheunenstraße 13,09599,freiberg
fachkrankenhaus bethanien hochweitzschen,dr. christian-beßler-str. 1,04720,döbeln
ortenau klinikum achern-oberkirch (standort achern),josef-wurzler-straße 7,77855,achern
städtisches krankenhaus heinsberg gmbh,auf dem brand 1,52525,heinsberg
"thüringen-kliniken ""georgius agricola"" gmbh, standort rudolstadt",hugo trinckler straße  2-4,07407,rudolstadt
dreifaltigkeits-krankenhaus wesseling,bonner straße 84,50389,wesseling
spreewaldklinik lübben,schillerstrasse 29,15907,lübben
altmark klinikum salzwedel,brunnenstraße 1,29410,salzwedel
von bodelschwingh-krankenhaus,schulstr. 11,49477,ibbenbüren
klinikum mittelmosel,barlstraße 3-7,56856,zell/mosel
marienhospital oelde,spellerstraße 16,59302,oelde
srh krankenhaus waltershausen-friedrichroda gmbh,reinhardsbrunner straße 17,99894,friedrichroda
kreiskrankenhaus des vogelsbergkreises in alsfeld gmbh,schwabenröder strasse 81,36304,alsfeld
krankenhaus vilsbiburg,krankenhausstraße 2,84137,vilsbiburg
franziskus krankenhaus berlin,budapester str. 15-19,10787,berlin
"havelland kliniken gmbh, klinik rathenow",forststraße 45,14712,rathenow
johanniter-krankenhaus geesthacht gmbh,am runden berge 3,21502,geesthacht
awo fachkrankenhaus jerichow,johannes-lange-straße 20,39319,jerichow
kreiskrankenhaus grünstadt,westring 55,67269,grünstadt
krh psychiatrie langenhagen,rohdehof 3,30853,langenhagen
helios bördeklinik,kreiskrankenhaus 4,39387,oschersleben
capio mathilden-hospital büdingen,am schlag 9,63654,büdingen
st. martinus krankenhaus,klosterstrasse 32,40764,langenfeld
st. josefs krankenhaus hilden,walder straße 34-38,40724,hilden
caritas-krankenhaus lebach,heeresstrasse 49,66822,lebach
agaplesion evangelisches krankenhaus holzminden,forster weg  34,37603,holzminden
niels-stensen-klinikum christliches klinikum melle,engelgarten 3,49324,melle
neckar-odenwald-kliniken ggmbh,knopfweg 1,74821,mosbach
ameos klinikum mitte bremerhaven,wiener str. 1,27568,bremerhaven
ilm-kreis-kliniken arnstadt-ilmenau ggmbh,oehrenstöcker straße 32,98693,ilmenau
maria-hilf-krankenhaus,klosterstraße 2,50126,bergheim
burghof-klinik,ritterstraße 19,31737,rinteln
goldberg-klinik kelheim gmbh,traubenweg 3,93309,kelheim
maria-josef-hospital greven gmbh,lindenstraße 29,48286,greven
klinik neustadt an der aisch,paracelsusstr. 30,91413,neustadt
kreiskrankenhaus weilburg ggmbh,am steinbühl 2,35781,weilburg
"kliniken im naturpark altmühltal, klinik kösching",krankenhausstr. 19,85092,kösching
helios st. josefs-hospital bochum-linden,axstraße 35,44879,bochum-linden
marienhaus klinikum eifel - standort st. elisabeth gerolstein,aloys-schneider-straße 37,54568,gerolstein
paracelsus klinik zwickau,werdauer straße 68,08060,zwickau
kreiskrankenhaus weißwasser ggmbh,karl-liebknecht-str. 1,02943,weißwasser
krankenhaus schongau,marie-eberth-straße 6,86956,schongau
kreiskrankenhaus rotenburg a. d. fulda,am emanuelsberg 1,36199,rotenburg
krankenhaus friedberg,herrgottsruhstr. 3,86316,friedberg
st. sixtus-hospital haltern,gartenstraße 2,45721,haltern
paracelsus klinik - reichenbach,plauensche straße 37,08468,reichenbach
marien-hospital wattenscheid,parkstraße 15,44866,bochum
drk krankenhaus altenkirchen-hachenburg (hb),alte frankfurter straße 12,57627,hachenburg
lungenclinic grosshansdorf,wöhrendamm 80,22927,großhansdorf
niels-stensen-kliniken st.-vinzenz-hospital haselünne gmbh,hammer str. 9,49740,haselünne
"muldentalkliniken gmbh, gemeinnützige gesellschaft standort wurzen",kutusowstraße 70,04808,wurzen
asklepios südpfalzklinik kandel,luitpoldstrasse 14,76870,kandel
gfo kliniken bonn - betriebsstätte cura krankenhaus bad honnef,schülgenstr. 15,53604,bad
katholische kliniken ruhrhalbinsel (st. elisabeth krankenhaus niederwenigern),essener str. 31,45529,hattingen
simssee klinik,ströbingerstraße 18a,83093,bad
robert-koch-krankenhaus apolda gmbh,jenaer straße 66,99510,apolda
katholische kliniken im märkischen kreis - st. vincenz krankenhaus,am stein 24,58706,menden
zentrum für seelische gesundheit marienheide -klinik marienheide-,leppestraße 65-67,51709,marienheide
"muldentalkliniken gmbh, gemeinnützige gesellschaft standort grimma",kleiststraße 5,04668,grimma
krankenhaus märkisch oderland gmbh,prötzeler chaussee 5,15344,strausberg
krankenhaus mara ggmbh,maraweg 21,33617,bielefeld
psychosomatische klinik windach,schützenstr. 100,86949,windach
helios mariahilf klinik hamburg,stader straße 203 c,21075,hamburg
kreiskrankenhaus st. ingbert gmbh,klaus-tussing-straße 1,66386,st.
klinikum hochsauerland standort marienhospital arnsberg,nordring 37-41,59821,arnsberg
ev. diakoniekrankenhaus,wirthstraße 11,79110,freiburg
bezirkskrankenhaus wöllershof,wöllershof 1,92721,störnstein
asklepios klinik bad wildungen gmbh - stadtklinik -,brunnenallee 19,34537,bad
helios klinik leisnig,colditzer straße 48,04703,leisnig
fachklinik für psychiatrie und psychotherapie der marienborn ggmbh,luxemburger straße 1,53909,zülpich
städtisches krankenhaus nettetal gmbh,sassenfelder kirchweg 1,41334,nettetal
marien hospital,gablonzstr. 9,44225,dortmund
rotkreuzklinik lindenberg ggmbh,dr.-otto-geßler-platz 1,88161,lindenberg
niels-stensen-kliniken krankenhaus st. raphael ostercappeln,bremer straße 31,49179,ostercappeln
st. agatha krankenhaus köln,feldgärtenstraße 97,50735,köln
hospital zum heiligen geist ggmbh,am hospital 6,34560,fritzlar
katholisches karl-leisner klinikum standort wilhelm-anton hospital,voßheiderstraße 214 _,47574,goch
mediclin klinik an der lindenhöhe,bertha-von-suttner-straße 1,77654,offenburg
mediclin müritz-klinikum,stadtgarten 15,17207,röbel/müritz
klinik preetz,am krankenhaus 5,24306,plön
stiftungskrankenhaus nördlingen,stoffelsberg 4,86720,nördlingen
helios klinik lengerich,martin-luther-straße 49,49525,lengerich
ortenau klinikum offenburg-kehl betriebsstelle st. josefsklinik,weingartenstraße 70,77654,offenburg
lausitz klinik forst gmbh,robert-koch-straße 35,03149,forst
fachkrankenhaus coswig,neucoswiger str. 21,01640,coswig
donauklinik neu-ulm,krankenhausstraße 11,89231,neu-ulm
helios spital überlingen gmbh,härlenweg 1,88662,überlingen
orthopädische klinik hessisch lichtenau ggmbh,am mühlenberg 20,37235,hessisch
drk krankenhaus altenkirchen-hachenburg (ak),leuzbacher weg 21,57610,altenkirchen
rotkreuzklinik wertheim,rotkreuzstraße 2,97877,wertheim
krankenhaus schwabach ggmbh,regelsbacher straße 7,91126,schwabach
krankenhaus mühlacker,hermann-hesse-straße 34,75417,mühlacker
zentrum für integratrive psychiatrie - zip ggmbh,ratzeburger allee 160,23538,lübeck
helios cäcilien-hospital hüls,fette henn 50,47839,krefeld-hüls
"klinikum bielefeld gem. gmbh, standort halle/westfalen",winnebrockstr. 1,33790,halle
ameos klinikum neustadt,wiesenhof 1,23730,neustadt
ameos klinikum haldensleben,kiefholzstraße 4,39340,haldensleben
krankenhaus st. marienstift magdeburg gmbh,harsdorfer straße 30,39110,magdeburg
universitätsklinikum augsburg - am standort medizincampus süd,sauerbruchstr. 6,86179,augsburg
agaplesion evangelisches krankenhaus mittelhessen,paul-zipp-straße 171,35398,gießen
diakonie klinikum krankenhaus bethesda,euelsbruchstraße 39,57258,freudenberg
klinik rotes kreuz,königswarterstr. 08 -16,60316,frankfurt
drk-krankenhaus mölln-ratzeburg ggmbh,röpersberg 2,23909,ratzeburg
paracelsus-klinik henstedt-ulzburg,wilstedter straße 134,24558,henstedt-ulzburg
lungenklinik lostau,lindenstraße 2,39291,lostau
arberlandklinik viechtach,karl-gareis-str. 31,94234,viechtach
klinikverbund allgäu ggmbh - klinik immenstadt,im stillen 2-3,87509,immenstadt
arberlandklinik zwiesel,arberlandstraße 1,94227,zwiesel
mathilden hospital,renntormauer 1-3,32052,herford
asklepios fachklinikum wiesen,kirchberger straße 2,08134,wildenfels
landkreis schwäbisch hall klinikum ggmbh,gartenstr. 21,74564,crailsheim
kmg klinikum mitte gmbh klinikum kyritz,perleberger str. 31a,16866,kyritz
st. anna krankenhaus,krankenhausstr. 16,92237,sulzbach-rosenberg
klinikum landau-südliche weinstraße gmbh - klinik bad bergzabern,danziger straße 25,76887,bad
anregiomed klinik rothenburg,ansbacher str. 131,91541,rothenburg
kliniken hochfranken - klinik naila,hofer str. 45,95119,naila
kliniken des main-taunus-kreises gmbh,lindenstraße 10,65719,hofheim
herz- und gefäßzentrum bad bevensen,römstedter straße 25,29549,bad
westmecklenburg klinikum helene von bülow,parkstr. 12,19230,hagenow
dessau-roßlau,gropiusallee 3,06846,dessau-roßlau
paracelsus-klinik osnabrück,am natruper holz 69,49076,osnabrück
kreisklinik krumbach,mindelheimer straße 69,86381,krumbach
elisabeth klinikum schmalkalden gmbh,eichelbach 9,98574,schmalkalden
drk-krankenhaus mecklenburg-strelitz ggmbh,penzliner straße 56,17235,neustrelitz
klinikum mittelbaden bühl,robert-koch-straße 70,77815,bühl
st. marien-hospital lüdinghausen gmbh,neustraße 1,59348,lüdinghausen
klinikum mutterhaus der borromäerinnen ggmbh - standort ehrang,august-antz-straße 22,54293,trier
hüttenhospital dortmund ggmbh,am marksbach 28,44269,dortmund
krankenhaus rotes kreuz lübeck -geriatriezentrum-,marlistr. 10,23566,lübeck
friedrich von bodelschwingh-klinik,landhausstrasse 33-35,10717,berlin
krankenhaus maria hilf,hospitalstraße 3-7,59581,warstein
st. josef krankenhaus essen-werden gmbh,propsteistr. 2,45239,essen
ostemed klinik bremervörde,gnarrenburger straße 117,27432,bremervörde
oberlinklinik ggmbh | orthopädische fachklinik,rudolf-breitscheid-str. 24,14482,potsdam
helios fachklinik vogelsang - gommern,sophie-von-boettcher-straße 1,39245,vogelsang-gommern
diakovere annastift,anna-von-borries-straße  1-7,30625,hannover
evangelisches krankenhaus johannisstift münster ggmbh,wichernstr. 8,48147,münster
drk krankenhaus alzey,kreuznacher straße 7-9,55232,alzey
krankenhaus waldfriede e.v.,argentinische allee 40,14163,berlin
kmg klinikum sömmerda,bahnhofstraße 36,99610,sömmerda
stiftungsklinik weißenhorn,günzburger straße 41,89264,weißenhorn
benedictus krankenhaus tutzing gmbh &amp;amp; co. kg,bahnhofstraße 5,82327,tutzing
st. irmgardis-krankenhaus viersen-süchteln gmbh,tönisvorster str. 26,41749,viersen-süchteln
"msz uckermark ggmbh, krankenhaus angermünde",rudolf-breitscheid-straße 37,16278,angermünde
"klinik am park lünen, klinikum westfalen gmbh",brechtener str. 59,44536,lünen
malteser krankenhaus st. johannes,nebelschützer straße 40,01917,kamenz
sächsische schweiz klinik sebnitz,dr. - steudner - straße 75b,01855,sebnitz
kreisklinik wolfratshausen ggmbh,moosbauerweg 5,82515,wolfratshausen
sankt josef-hospital gmbh,in der hees 4,46509,xanten
"münchen klinik thalkirchner straße, münchen klinik ggmbh",thalkirchner straße 48,80337,münchen
helios klinik zerbst/anhalt,friedrich-naumann-straße 53,39261,zerbst
westmecklenburg klinikum helene von bülow,neustädter str. 1,19288,ludwigslust
krankenhaus weilheim,johann-baur-straße 4,82362,weilheim
"fliedner krankenhaus / klinik für psychiatrie und psychotherapie, gerontopsychiatrie und suchtmedizin",thunesweg 58,40885,ratingen
st. nikolaus hospital,hospitalstraße 5,66798,wallerfangen
klinik bosse wittenberg,hans-lufft-straße 5,06886,lutherstadt
ev. krankenhaus ginsterhof gmbh,metzendorfer weg 21,21224,rosengarten
drk kamillus klinik asbach,hospitalstraße 6,53567,asbach
"evang. krankenhaus ""gottesfriede""",schleusenstraße 50,15569,woltersdorf
drk-kinderklinik siegen,wellersbergstr. 60,57072,siegen
krh klinikum lehrte,manskestraße 22,31275,lehrte
klinikum hann. münden,vogelsang 105,34346,hann.
helios st. elisabeth klinik hünfeld,schillerstraße 22,36088,hünfeld
fachkliniken wangen,am vogelherd 14,88239,wangen
caritasklinikum saarbrücken standort st. josef,klosterstraße 14,66125,saarbrücken
"st. elisabeth-krankenhaus jülich, katholische nord-kreis kliniken gmbh",kurfürstenstrasse 22,52428,jülich
"gemeinschaftsklinikum mittelrhein, heilig geist",bahnhofstraße 7,56154,boppard
vivantes ida-wolff-krankenhaus,juchaczweg 21,12351,berlin
parkland-klinik bad wildungen gmbh &amp;amp; co betriebs kg,im kreuzfeld 6,34537,bad
chirurgisches klinikum münchen süd gmbh &amp;amp; co. kg,am isarkanal 30,81379,münchen
eichsfeld klinikum ggmbh,windische gasse 112,37308,heilbad
deutsches rotes kreuz krankenhaus lichtenstein gemeinnützige gmbh,hartensteiner straße 42,09350,lichtenstein
rotkreuzklinikum münchen - frauenklinik,taxisstraße 3,80637,münchen
kreiskrankenhaus wolgast ggmbh,chausseestraße 46,17438,wolgast
gertrudis-hospital westerholt,kuhstraße 23,45701,herten
st. elisabeth-krankenhaus rodalben,kirchbergstraße 14,66976,rodalben
acura kliniken baden-baden gmbh,rotenbachtalstrasse 5,76530,baden-baden
diabetes klinik,theodor-klotzbücher-str. 12,97980,bad
schön klinik bad staffelstein,am kurpark 11,96231,bad
bodden-kliniken ribnitz-damgarten gmbh,sandhufe 2,18311,ribnitz-damgarten
"harzklinikum dorothea christiane erxleben gmbh, standort blankenburg",thiestraße 7 - 10,38889,blankenburg
klinik für manuelle therapie,ostenallee 83,59071,hamm
median-klinik grünheide,an der reha-klinik 1,15537,grünheide
st. josef-krankenhaus hermeskeil,koblenzer straße 23,54411,hermeskeil
vianobis - die fachklinik am standort gangelt,katharina-kasper-str. 6,52538,gangelt
